conversation_ID,emotion_utterance_ID,emotion,cause_utterance_ID,emotion_cause
99,10,surprise,9,"Will you get me a white Zinfandel , and a glass of red for Janice ."
99,11,surprise,9,"Will you get me a white Zinfandel , and a glass of red for Janice ."
99,13,anger,13,it is Janice .
100,1,anger,3,You set me up with the woman that I have dumped twice in the last five months !
100,2,anger,1,"I am making a break for it , I am going out the window ."
100,3,anger,3,You set me up with the woman that I have dumped twice in the last five months
100,4,anger,4,"Can you stop yelling ? You are making me nervous , and I can not go when I am nervous ."
100,5,anger,3,You set me up with the woman that I have dumped twice in the last five months
100,5,anger,4,"Can you stop yelling ? You are making me nervous , and I can not go when I am nervous ."
102,2,joy,2,That is funny .
102,5,surprise,4,"The blond woman is my ex ... wife , and the woman touching her is her ... close , personal friend ."
102,5,surprise,5,they are lovers .
102,7,surprise,4,"The blond woman is my ex ... wife , and the woman touching her is her ... close , personal friend ."
102,7,surprise,5,they are lovers
103,10,surprise,10,"Look , here is a picture of Scotty Jared naked ."
103,11,surprise,10,here is a picture of Scotty Jared naked
103,11,surprise,11,he is wearing a sweater
104,3,sadness,3,you said they could shoot the spot without you .
104,4,anger,3,you said they could shoot the spot without you .
104,4,anger,4,I thought they could ...
104,5,sadness,5,it is Valentine Day .
104,6,sadness,5,it is Valentine Day .
104,6,sadness,6,"it is my job . Look , I will try to get back as soon as I can ."
104,7,joy,7,"I am spending most of my time teaching Science ... which is funny because , that was not even my major ."
104,8,joy,8,that is funny .
104,10,sadness,10,"she is alone now , and pregnant , and , and sad ."
104,15,joy,15,Let try scooching !
104,19,joy,19,"Kristin , Kristin ... does something that , funnily enough , was not even her major !"
105,2,surprise,2,that guy hairier than the Chief !
105,3,joy,3,it is a really funny story how this happened
105,9,surprise,7,This is not the first boyfriend bonfire that we have seen get out of control .
105,9,surprise,8,You are our third call tonight .
106,2,joy,1,"We get off around midnight , why do not we pick you up then ?"
106,3,joy,1,"We get off around midnight , why do not we pick you up then ?"
106,3,joy,3,will you bring the truck ?
106,5,joy,3,will you bring the truck ?
106,5,joy,4,I will even let you ring the bell .
107,1,surprise,2,the cleansing works !
107,2,joy,2,the cleansing works !
107,3,joy,2,the cleansing works !
107,3,joy,3,They are nice guys .
107,4,joy,2,the cleansing works !
107,4,joy,4,they are firemen guys .
108,9,surprise,9,Why does my cinamon stick have an eraser ?
108,10,surprise,9,Why does my cinamon stick have an eraser ?
108,10,surprise,10,That is why .
109,4,fear,3,Mr . Kostelick wants you to stop by his office at the end of the day .
109,4,fear,4,If this is about those prank memos
113,1,joy,1,hi Wendy !
113,8,surprise,7,"I asked one of the waitresses at work , she is helping me out ."
114,1,surprise,1,It is huge ! It is so much bigger than the cubicle .
114,2,joy,2,Look at this !
114,3,surprise,3,You have a window
114,4,joy,3,You have a window !
114,4,joy,4,With a beautiful view
114,5,surprise,5,That guy peeing !
115,3,joy,3,This is great
117,1,anger,1,the WENUS
119,2,surprise,2,What are you doing here ?
119,4,sadness,3,"Listen , um ..."
119,4,sadness,4,"Do not say "" listen . "" I know that "" listen . """
119,6,sadness,5,I am sorry .
119,6,sadness,6,What happened ? What about everything you said under the bridge ?
119,8,surprise,7,"you should just forget about what I said under the bridge , I was talking crazy that night , I was so drunk !"
119,8,surprise,8,You do not drink .
119,10,joy,9,I was drunk on you !
119,12,surprise,11,it is not gonna work .
119,12,surprise,12,Is it because I am friends with Phoebe ?
119,14,sadness,13,would you stop hanging out with her ?
119,15,sadness,13,would you stop hanging out with her ?
119,15,sadness,14,"No . No , I could not do that ."
119,16,sadness,15,"it is cause of Phoebe ! So , you know , it is either her or me ."
119,17,sadness,17,"You are gonna be really , really hard to get over ."
120,1,anger,1,what a jerk Ross was being
120,3,joy,2,He can get really competitive .
120,4,surprise,3,"Ha . Ha , ha ."
120,6,surprise,5,"hello , kettle ? This is Monica . You are black ."
120,8,disgust,7,I am not as bad as Ross .
120,8,disgust,8,The Pictionary incident ?
120,9,surprise,7,I am not as bad as Ross .
120,9,surprise,8,I beg to differ . The Pictionary incident ?
120,9,surprise,9,That was not an incident !
120,11,joy,11,I got an interview ! I got an interview !
121,4,surprise,3,this money is cursed .
123,1,sadness,1,I cannot do this
123,3,fear,7,I kind of lost him
123,4,surprise,3,please do not hate me
123,7,sadness,7,I kind of lost him
125,2,surprise,2,"We could totally be ourselves , we did not have to play any games ."
125,4,surprise,4,Let her know I like her
125,4,surprise,3,have you called her yet ?
125,5,disgust,3,So have you called her yet ?
125,5,disgust,4,"Let her know I like her ? What are you , insane ?"
125,6,surprise,6,How needy do I want to seem ?
125,9,surprise,8,Let her dangle .
125,9,surprise,9,my parents are actually pressuring me to find one of you people
125,10,anger,8,Let her dangle .
125,10,anger,10,being so testosteroney
125,12,fear,12,I got her machine .
125,16,disgust,16,"Last time I left a spontaneous message I ended up using the phrase "" Yes indeedy ... o ."
125,17,surprise,17,It is Rachel and Barry .
125,17,surprise,17,everybody look at once !
125,17,surprise,17,It is Rachel and Barry .
125,17,surprise,17,everybody look at once !
126,1,surprise,1,it was never like that
126,3,joy,3,it is so nice having this little sink here
127,1,surprise,1,I was not expecting the machine .
127,5,surprise,5,That is what you have been working on for the past two hours ? !
127,6,anger,5,That is what you have been working on for the past two hours ? !
127,9,anger,9,been sitting around here honing for the past few hours
127,10,surprise,10,"He is doing it again , the guy with the telescope !"
127,11,surprise,10,"He is doing it again , the guy with the telescope !"
127,12,anger,10,"He is doing it again , the guy with the telescope !"
127,12,anger,12,looking in here
127,13,disgust,13,now he is waving back .
127,14,anger,14,"This morning , I caught him looking into our apartment . It creeps me out ! I feel like I can not do stuff !"
127,15,joy,14,I feel like I can not do stuff !
127,16,disgust,15,What kinda stuff ?
127,17,surprise,16,I am cooking naked .
127,17,surprise,17,You cook naked ?
127,19,surprise,19,What are you looking at me for ?
128,3,fear,2,"if you want , I will just ... I will just break it off with her ."
128,6,joy,6,Let go away this weekend .
128,8,joy,8,we can go to Aruba !
128,9,joy,9,it was really nice . You would have liked it .
129,1,sadness,1,"Mindy , you are so stupid . Oh , we are both so stupid ."
129,6,sadness,5,"Oh , I am so sorry ."
130,4,surprise,4,our phone not working
130,5,surprise,4,our phone not working
130,7,anger,4,our phone not working
130,7,anger,7,"I turned it off . Mother of God , I turned it off !"
130,9,anger,9,the peeper
130,10,anger,9,Can I use the phone ?
130,17,anger,9,the peeper
130,18,surprise,17,is Sidney there ?
130,18,surprise,18,this is ?
130,18,surprise,19,Sidney a woman .
130,19,surprise,19,Sidney a woman
131,2,fear,2,we have got a bit of an emergency here ... Jason Costalano is choking on his retainer .
131,3,sadness,2,we have got a bit of an emergency here ... Jason Costalano is choking on his retainer .
131,4,fear,4,please do not go anywhere
131,7,surprise,7,he was sweating when he walked out of there
131,10,surprise,9,I am pretty sure I am still gonna marry him .
131,10,surprise,11,the guy is the devil ! He is Satan in a smock !
131,11,disgust,11,the guy is the devil ! He is Satan in a smock !
131,13,joy,13,"I still really wanna be Mrs . Dr . Barry Farber , D . D . S ."
131,14,surprise,9,I am pretty sure I am still gonna marry him .
131,14,surprise,11,the guy is the devil ! He is Satan in a smock !
131,14,surprise,13,"I still really wanna be Mrs . Dr . Barry Farber , D . D . S ."
131,15,sadness,14,Oh God .
131,16,sadness,9,I am pretty sure I am still gonna marry him .
131,16,sadness,11,the guy is the devil ! He is Satan in a smock !
131,16,sadness,13,"I still really wanna be Mrs . Dr . Barry Farber , D . D . S ."
136,10,anger,10,Last time there were some empty yoghurt containers lying around after class .
136,13,anger,13,I am not getting this !
136,14,joy,14,I am totally getting it !
136,15,sadness,15,feel like sometimes you are just so unbelievably uncoordinated
136,16,surprise,15,Did you ever feel like sometimes you are just so unbelievably uncoordinated ?
136,19,disgust,18,I am with Rachel
138,13,joy,13,"He ... he ... he got in , he ... he got in to San Diego ."
138,16,joy,13,"He ... he ... he got in , he ... he got in to San Diego ."
138,16,joy,15,He is in .
138,16,joy,16,He is in !
139,1,joy,1,I am so drunk .
139,2,disgust,1,I am so drunk .
139,3,sadness,3,"you could have called , I have been up here , I have been worried ..."
139,5,joy,5,Water rules !
139,7,joy,7,Going to the Big Apple Circus today .
139,8,anger,6,"the restaurant called , they wanna know if you are gonna be showing up for work ?"
139,8,anger,7,Nope . Going to the Big Apple Circus today .
139,8,anger,8,You are gonna lose your job ! This is not you !
139,9,anger,8,This is not you !
139,9,anger,9,"No , it is me !"
139,9,anger,10,I am not just the person who needs to fluff the pillows and pay the bills as soon as they come in !
139,10,anger,8,This is not you !
139,10,anger,9,"No , it is me !"
139,10,anger,10,I am not just the person who needs to fluff the pillows and pay the bills as soon as they come in !
139,11,joy,11,"when I am with her , I am so much more than that"
139,13,joy,13,Hello .
139,14,surprise,17,They have arrested Monica .
139,15,surprise,17,They have arrested Monica .
139,17,sadness,17,They have arrested Monica
140,6,surprise,5,I am Monica Geller . It was my credit card you were using
140,6,surprise,6,That I was not expecting .
140,9,joy,9,"You have given me so much ! I mean , if it was not for you , I would never have gotten to sing Memories on the stage at the Wintergarden Theater !"
140,11,surprise,11,you are in here
140,12,sadness,12,what am I gonna do without you ?
140,13,sadness,12,what am I gonna do without you ?
140,14,sadness,12,what am I gonna do without you ?
141,4,surprise,4,I out of control
141,7,joy,9,Could tonight be the Night ?
141,8,surprise,7,Oh .
141,9,joy,9,Could tonight be the Night ?
141,11,joy,11,he is a great guy and I love being with him
141,12,joy,9,tonight be the Night
141,12,joy,12,"Things happen , and they happen ."
142,1,disgust,1,"What we did was wrong . Oh god , I just had sex with somebody that was not alive during the Bicentennial ."
142,2,joy,2,I just had sex .
142,3,anger,3,you not tell me
142,4,anger,4,you never told me how old you were .
142,5,disgust,3,How could you not tell me ?
142,5,disgust,4,you never told me how old you were .
142,5,disgust,5,My lie did not make one of us a felon in 48 states .
142,6,anger,3,How could you not tell me ?
142,6,anger,5,My lie did not make one of us a felon in 48 states .
142,7,sadness,3,How could you not tell me ?
142,7,sadness,5,My lie did not make one of us a felon in 48 states .
142,7,sadness,6,What were you thinking ?
142,8,anger,7,I was not thinking . I was too busy falling ...
142,8,anger,8,say it
142,10,surprise,7,I was too busy falling
142,10,surprise,9,in love with you
142,11,sadness,3,How could you not tell me ?
142,11,sadness,5,My lie did not make one of us a felon in 48 states .
142,11,sadness,6,What were you thinking ?
142,12,anger,1,I just had sex with somebody that was not alive during the Bicentennial .
142,12,anger,3,How could you not tell me ?
142,13,anger,1,I just had sex with somebody that was not alive during the Bicentennial .
142,13,anger,3,How could you not tell me ?
142,13,anger,13,"you should not even be here , it is a school night ."
142,14,disgust,1,I just had sex with somebody that was not alive during the Bicentennial .
142,14,disgust,14,I am like those women that you see with shiny guys named Chad .
142,15,disgust,1,I just had sex with somebody that was not alive during the Bicentennial .
142,15,disgust,14,I am like those women that you see with shiny guys named Chad .
144,4,joy,4,your Stevie Wonder last night
